,Name,DeptId,Department,x,y
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,0.9292446970939636,-10.837615013122559
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,0.058739542961120605,-7.894135475158691
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,-1.7361187934875488,-9.550102233886719
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,-2.2835514545440674,-11.384026527404785
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,-2.132706880569458,-10.294663429260254
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,1.201494574546814,-11.26219654083252
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,-1.4545685052871704,-10.372763633728027
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,-1.9507492780685425,-10.250321388244629
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,-3.6766066551208496,-11.89394474029541
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,-2.782243013381958,-13.023582458496094
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,-0.25884971022605896,-7.328978538513184
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-1.9229488372802734,-9.92452621459961
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,-2.394461154937744,-9.20433521270752
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,-2.694324016571045,-10.394617080688477
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,0.6040580868721008,-11.96761417388916
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,-1.578996181488037,-12.188998222351074
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,-2.0102646350860596,-13.365387916564941
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,-4.785914421081543,-10.166535377502441
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-4.587295055389404,-10.264382362365723
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,-2.5651872158050537,-9.9325590133667
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,0.5615949630737305,-11.369526863098145
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,-0.08135289698839188,-7.882046222686768
Irene.Nant@gastech.com.kronos,Irene Nant,3,Facilities,1.201494574546814,-11.26219654083252
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,-4.195785999298096,-12.285579681396484
Stenig.Fusil@gastech.com.kronos,Stenig Fusil,5,Security,-2.2494957447052,-12.881279945373535
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,-0.08135296404361725,-7.882046699523926
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-2.5237162113189697,-9.54604721069336
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-4.67849588394165,-10.214969635009766
Inga.Ferro@gastech.com.kronos,Inga Ferro,5,Security,-1.568126916885376,-12.19387149810791
Felix.Resumir@gastech.com.kronos,Felix Resumir,5,Security,-1.695130467414856,-11.569040298461914
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,-1.8421248197555542,-11.708595275878906
Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,4,Information Technology,-4.289030075073242,-10.469990730285645
Carla.Forluniau@gastech.com.kronos,Carla Forluniau,0,Administration,-0.0813528299331665,-7.882046699523926
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,-3.237567901611328,-11.61535358428955
Valeria.Morlun@gastech.com.kronos,Valeria Morlun,3,Facilities,0.5625749826431274,-11.803423881530762
Emile.Arpa@gastech.com.kronos,Emile Arpa,3,Facilities,0.16580338776111603,-11.573713302612305
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,-0.08135290443897247,-7.882046222686768
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,1.1954293251037598,-11.843692779541016
Henk.Mies@gastech.com.kronos,Henk Mies,3,Facilities,1.2096306085586548,-11.841239929199219
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,-2.563988447189331,-9.932149887084961
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,-1.8897038698196411,-12.380463600158691
Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,2,Executive,-3.579679250717163,-11.86115550994873
Cornelia.Lais@gastech.com.kronos,Cornelia Lais,0,Administration,-0.08135289698839188,-7.882046222686768
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-2.0314440727233887,-10.256376266479492
Linnea.Bergen@gastech.com.kronos,Linnea Bergen,4,Information Technology,-2.2826807498931885,-11.384227752685547
Benito.Hawelon@gastech.com.kronos,Benito Hawelon,3,Facilities,1.2262822389602661,-11.827686309814453
Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,5,Security,-2.253185272216797,-12.468986511230469
Minke.Mies@gastech.com.kronos,Minke Mies,5,Security,-1.408003568649292,-12.502697944641113
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,0.3144914209842682,-12.387051582336426
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,-2.3521816730499268,-9.458864212036133
Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,3,Facilities,0.8324432969093323,-11.04256820678711
Orhan.Strum@gastech.com.kronos,Orhan Strum,2,Executive,-3.14756178855896,-11.580021858215332
Adan.Morlun@gastech.com.kronos,Adan Morlun,3,Facilities,1.448235034942627,-11.2301025390625
Kare.Orilla@gastech.com.kronos,Kare Orilla,1,Engineering,-2.7271945476531982,-9.265477180480957
Loreto.Bodrogi@gastech.com.kronos,Loreto Bodrogi,5,Security,-2.324000358581543,-11.687126159667969
