,Name,DeptId,Department,x,y
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,0.6721158027648926,-2.113886594772339
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,3.750774621963501,-3.756675958633423
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,4.9513750076293945,0.901336669921875
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,3.236445188522339,-0.7127453684806824
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,4.413735866546631,0.9477822780609131
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,1.167900800704956,-2.0275511741638184
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,4.4753265380859375,0.6637622714042664
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,4.7381815910339355,0.7622084021568298
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,2.5742275714874268,-0.04208918288350105
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,3.9873554706573486,-1.605717658996582
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,3.9357070922851562,-4.136992931365967
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,4.369933128356934,1.13338303565979
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,3.8774914741516113,1.6674929857254028
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,4.756613731384277,1.0967237949371338
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,1.8142685890197754,-1.872408151626587
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,4.426335334777832,-1.4487425088882446
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,4.919827461242676,-1.7275235652923584
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,1.000853180885315,1.414038896560669
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,1.0061206817626953,1.4034397602081299
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,5.042487144470215,1.2052828073501587
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,1.655410647392273,-1.598655343055725
