,Name,DeptId,Department,x,y
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,-0.7775733470916748,-2.4698891639709473
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,3.1101865768432617,0.43220874667167664
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,2.289353370666504,-4.162021160125732
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,2.8581607341766357,0.35705137252807617
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,3.474003791809082,0.49739712476730347
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,2.673154592514038,1.2005293369293213
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,3.1649417877197266,1.071730136871338
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,3.426068067550659,-1.4226818084716797
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,4.166482448577881,-1.5074210166931152
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,2.984607458114624,0.17628715932369232
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,2.3528597354888916,0.7826070785522461
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,2.911339044570923,0.38569876551628113
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,3.287813901901245,-1.4660077095031738
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,1.6964191198349,-0.9258776307106018
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,2.041842222213745,-1.1292530298233032
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,0.1085142195224762,0.7502034902572632
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,0.10919912904500961,0.7494913935661316
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,1.2413766384124756,-0.8468379378318787
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,3.1854848861694336,-3.4608757495880127
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,-0.7516536116600037,-2.4807164669036865
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,-0.789758563041687,-2.5120909214019775
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,3.045750617980957,0.9536339640617371
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,-1.0978394746780396,-2.3630425930023193
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,2.9911274909973145,-3.675236940383911
Valeria.Morlun@gastech.com.kronos,Valeria Morlun,3,Facilities,2.4139175415039062,-3.762150287628174
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,2.7204132080078125,-3.9654030799865723
Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,2,Executive,3.1616170406341553,-1.3504425287246704
Cornelia.Lais@gastech.com.kronos,Cornelia Lais,0,Administration,-0.7780908942222595,-2.4748003482818604
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,3.1183643341064453,1.2387605905532837
Henk.Mies@gastech.com.kronos,Henk Mies,3,Facilities,2.830545663833618,-4.090108394622803
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,2.3488550186157227,-1.0273890495300293
Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,5,Security,1.5736429691314697,-1.014728307723999
Carla.Forluniau@gastech.com.kronos,Carla Forluniau,0,Administration,-0.7862304449081421,-2.4877359867095947
Emile.Arpa@gastech.com.kronos,Emile Arpa,3,Facilities,2.5434658527374268,-3.313887596130371
Adan.Morlun@gastech.com.kronos,Adan Morlun,3,Facilities,2.3716416358947754,-3.7869510650634766
Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,4,Information Technology,0.09338076412677765,0.7644070982933044
Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,3,Facilities,2.6670339107513428,-3.7341668605804443
Kare.Orilla@gastech.com.kronos,Kare Orilla,1,Engineering,3.346478223800659,0.5228455662727356
Linnea.Bergen@gastech.com.kronos,Linnea Bergen,4,Information Technology,2.3263416290283203,-1.0786722898483276
Orhan.Strum@gastech.com.kronos,Orhan Strum,2,Executive,3.3169593811035156,-1.4364546537399292
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,2.9331021308898926,0.38059201836586
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,-0.7858334183692932,-2.496785879135132
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,0.8076937794685364,-1.311903476715088
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,2.558741569519043,-3.3398165702819824
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,2.3683905601501465,0.3283438980579376
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,0.11552266031503677,0.7437711358070374
Stenig.Fusil@gastech.com.kronos,Stenig Fusil,5,Security,1.3468809127807617,-0.8042374849319458
Minke.Mies@gastech.com.kronos,Minke Mies,5,Security,1.4698588848114014,-1.6358426809310913
Loreto.Bodrogi@gastech.com.kronos,Loreto Bodrogi,5,Security,1.8448556661605835,-1.3279309272766113
Irene.Nant@gastech.com.kronos,Irene Nant,3,Facilities,2.843503713607788,-4.099699974060059
Inga.Ferro@gastech.com.kronos,Inga Ferro,5,Security,1.6516610383987427,-1.524370789527893
Felix.Resumir@gastech.com.kronos,Felix Resumir,5,Security,1.837425708770752,-0.9483548998832703
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,1.566006064414978,-1.4349533319473267
Benito.Hawelon@gastech.com.kronos,Benito Hawelon,3,Facilities,2.441669464111328,-4.239650249481201
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,2.215310573577881,-3.7069814205169678
