,Name,DeptId,Department,x,y
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,0.7032985091209412,0.015747038647532463
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,2.1526079177856445,-3.3786370754241943
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,-2.5133821964263916,-0.8662168979644775
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,-1.1199464797973633,-2.4822723865509033
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,-1.9724538326263428,-1.4768500328063965
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,0.6275656819343567,0.8346690535545349
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,-1.928330421447754,-1.0114816427230835
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,-1.925856590270996,-2.1129345893859863
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,-0.25907862186431885,-1.9370867013931274
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,-0.9950250387191772,-4.04125452041626
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,2.2128920555114746,-3.730161428451538
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-1.854444980621338,-1.4147000312805176
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,-2.53312611579895,-1.0405128002166748
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,-2.1107261180877686,-1.5108649730682373
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,0.25753307342529297,0.3567521870136261
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,-0.5748063921928406,-3.5024466514587402
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,-1.0748320817947388,-4.182653427124023
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,-2.868692398071289,-3.626708745956421
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-2.671370267868042,-3.4712274074554443
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,-2.098966121673584,-1.5916388034820557
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,0.48479315638542175,-0.015331421047449112
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,2.1279730796813965,-3.399576187133789
Irene.Nant@gastech.com.kronos,Irene Nant,3,Facilities,0.9715539216995239,0.17574314773082733
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,0.37085190415382385,-1.9751067161560059
Stenig.Fusil@gastech.com.kronos,Stenig Fusil,5,Security,-0.9653235077857971,-3.926218271255493
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,2.152523994445801,-3.379469156265259
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-2.832415819168091,-1.6277437210083008
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-2.801272392272949,-3.5632505416870117
Inga.Ferro@gastech.com.kronos,Inga Ferro,5,Security,-0.7594168782234192,-3.387025833129883
Felix.Resumir@gastech.com.kronos,Felix Resumir,5,Security,-0.618901789188385,-3.2485029697418213
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,-0.4141541123390198,-3.5076096057891846
Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,4,Information Technology,-2.7354393005371094,-3.5057623386383057
Carla.Forluniau@gastech.com.kronos,Carla Forluniau,0,Administration,2.1495721340179443,-3.385742425918579
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,-0.4481991231441498,-2.1591074466705322
Valeria.Morlun@gastech.com.kronos,Valeria Morlun,3,Facilities,0.4467981457710266,0.5688105821609497
Emile.Arpa@gastech.com.kronos,Emile Arpa,3,Facilities,0.27230745553970337,-0.17397183179855347
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,2.1280040740966797,-3.399951457977295
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,0.9653879404067993,0.65232253074646
Henk.Mies@gastech.com.kronos,Henk Mies,3,Facilities,0.7375227808952332,0.5310425162315369
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,-2.0690979957580566,-1.6114747524261475
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,-1.1040830612182617,-3.1863930225372314
Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,2,Executive,-0.4734349250793457,-1.9366940259933472
Cornelia.Lais@gastech.com.kronos,Cornelia Lais,0,Administration,2.132234573364258,-3.3959102630615234
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-2.4730358123779297,-1.9681062698364258
