,Name,DeptId,Department,x,y
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,1.6442382335662842,-0.9010934829711914
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-0.20463208854198456,-6.0196852684021
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,2.6100003719329834,-3.577458381652832
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,-0.1759069412946701,-5.566616058349609
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,0.4285499155521393,-6.350574970245361
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-0.5737767219543457,-6.06417989730835
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,-0.09709453582763672,-5.575638294219971
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,-1.223799467086792,-3.9658567905426025
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,-1.9324902296066284,-4.156206130981445
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,0.31554675102233887,-5.6927809715271
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-0.3297087848186493,-5.562754154205322
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,0.04395662993192673,-5.764967441558838
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,-1.2277592420578003,-3.946066379547119
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,0.08955112099647522,-3.1568024158477783
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,0.2784798741340637,-3.0240509510040283
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-2.3091418743133545,-1.9884251356124878
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-2.288931369781494,-2.003331422805786
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,0.37021031975746155,-2.916015148162842
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,2.221407175064087,-4.4255805015563965
