,Name,DeptId,Department,x,y
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,7.248380184173584,0.9721043109893799
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,10.54602336883545,2.266576051712036
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,12.629700660705566,-0.7096060514450073
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,10.545528411865234,1.8002372980117798
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,9.614839553833008,2.3216161727905273
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,10.917912483215332,2.2633049488067627
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,10.446925163269043,1.8339810371398926
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,10.61962604522705,-1.2693755626678467
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,10.881182670593262,-1.9802274703979492
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,9.953266143798828,1.823749303817749
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,10.585296630859375,1.8058058023452759
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,10.320773124694824,2.1032328605651855
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,10.585848808288574,-1.2394441366195679
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,9.582878112792969,-0.20562952756881714
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,9.699243545532227,-0.051317788660526276
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,9.041386604309082,-2.797058582305908
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,9.043391227722168,-2.784883737564087
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,9.374822616577148,-0.04686207324266434
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,12.272462844848633,-0.2736814320087433
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,7.240614414215088,0.9652901291847229
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,7.221045017242432,1.020107388496399
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,9.975361824035645,2.2771518230438232
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,6.949832916259766,0.8322609663009644
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,12.108932495117188,-0.43856024742126465
Valeria.Morlun@gastech.com.kronos,Valeria Morlun,3,Facilities,12.776217460632324,-0.6938469409942627
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,13.11749267578125,-0.5832807421684265
Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,2,Executive,10.57518482208252,-1.073231816291809
Cornelia.Lais@gastech.com.kronos,Cornelia Lais,0,Administration,7.244658946990967,0.9733313918113708
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,11.102532386779785,1.6389951705932617
Henk.Mies@gastech.com.kronos,Henk Mies,3,Facilities,13.34195327758789,-0.3819085359573364
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,10.369453430175781,-0.2097550481557846
Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,5,Security,9.48275089263916,-0.2406672090291977
Carla.Forluniau@gastech.com.kronos,Carla Forluniau,0,Administration,7.251869201660156,0.9671501517295837
