,Name,DeptId,Department,x,y
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,2.2594845294952393,2.8053781986236572
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,4.291097164154053,6.585799217224121
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,0.9548183083534241,6.357915878295898
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,2.308450937271118,8.205845832824707
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,1.9399241209030151,7.027490139007568
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,2.2594845294952393,2.8053781986236572
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,1.8211069107055664,6.883555889129639
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,1.4807158708572388,7.272796154022217
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,4.224720478057861,8.733630180358887
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,2.8398308753967285,7.711189270019531
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,4.915437698364258,6.342897415161133
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,1.4807153940200806,7.272796630859375
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,0.9548181295394897,6.35791540145874
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,2.309882640838623,8.208301544189453
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,1.3110628128051758,3.7024738788604736
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,2.883060932159424,9.798454284667969
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,0.962250292301178,9.395691871643066
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,-0.23576821386814117,8.417336463928223
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-0.3554359972476959,7.876185894012451
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,1.4807153940200806,7.272796630859375
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,1.4865999221801758,2.9375357627868652
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,4.175676345825195,6.3322343826293945
Irene.Nant@gastech.com.kronos,Irene Nant,3,Facilities,2.2594845294952393,2.805377721786499
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,4.781208038330078,9.101059913635254
Stenig.Fusil@gastech.com.kronos,Stenig Fusil,5,Security,1.3146591186523438,8.920690536499023
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,4.1764397621154785,6.330738544464111
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,1.9391882419586182,7.025645732879639
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-0.3554360568523407,7.876185894012451
