,Name,DeptId,Department,x,y
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,-7.161958694458008,1.1095362901687622
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-2.211148738861084,0.5424976348876953
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,-1.951947808265686,4.130834102630615
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,-2.2275614738464355,0.9872902035713196
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,-2.5001726150512695,0.2174166440963745
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-1.2286320924758911,0.8741770386695862
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,-1.46778404712677,1.1530852317810059
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,-4.480968475341797,2.092467784881592
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,-4.915561676025391,2.5349254608154297
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,-2.2267329692840576,0.9905946850776672
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-1.4148207902908325,1.5366085767745972
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,-2.5635406970977783,1.360836148262024
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,-3.7603282928466797,1.8516712188720703
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,-4.504011631011963,0.5625226497650146
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,-3.792879819869995,-0.016574913635849953
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-1.8237299919128418,-1.4725024700164795
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-1.696746587753296,-1.659940481185913
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,-3.7659876346588135,-1.0759388208389282
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,-3.593172311782837,4.378681182861328
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,-7.161958694458008,1.1095362901687622
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,-7.161958694458008,1.1095361709594727
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,-1.8437122106552124,1.7416542768478394
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,-7.44333028793335,0.5858243107795715
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,-3.1051182746887207,4.553301811218262
