,Name,DeptId,Department,x,y
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,-13.033930778503418,-9.935681343078613
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,-11.618597030639648,-4.8339996337890625
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,-9.20710277557373,-9.474512100219727
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,-10.64511775970459,-7.6529645919799805
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,-9.463420867919922,-8.642707824707031
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,-12.728513717651367,-9.535362243652344
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,-9.878456115722656,-9.462486267089844
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,-9.806844711303711,-8.904821395874023
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,-11.785663604736328,-7.298369884490967
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,-10.562261581420898,-6.760039806365967
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,-11.397966384887695,-4.460381031036377
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-9.622512817382812,-9.309870719909668
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,-10.374747276306152,-8.91578483581543
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,-9.226442337036133,-9.044923782348633
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,-12.233271598815918,-9.137598991394043
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,-9.970787048339844,-7.053333282470703
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,-9.825443267822266,-6.098608493804932
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,-7.796834945678711,-6.800448894500732
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-7.809094429016113,-6.8063459396362305
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,-9.209793090820312,-9.146322250366211
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,-12.21493148803711,-8.985544204711914
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,-11.780693054199219,-4.833576202392578
Irene.Nant@gastech.com.kronos,Irene Nant,3,Facilities,-13.159356117248535,-9.518400192260742
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,-12.490923881530762,-6.950758457183838
Stenig.Fusil@gastech.com.kronos,Stenig Fusil,5,Security,-10.534327507019043,-6.6569390296936035
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,-11.64870548248291,-4.8137712478637695
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-9.942071914672852,-9.27892780303955
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-7.825087070465088,-6.8106231689453125
Inga.Ferro@gastech.com.kronos,Inga Ferro,5,Security,-9.847787857055664,-7.097970008850098
Felix.Resumir@gastech.com.kronos,Felix Resumir,5,Security,-10.571831703186035,-7.4919939041137695
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,-10.595361709594727,-7.382944107055664
Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,4,Information Technology,-7.845521450042725,-6.815976619720459
Carla.Forluniau@gastech.com.kronos,Carla Forluniau,0,Administration,-11.606049537658691,-4.84807825088501
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,-11.787275314331055,-7.239035129547119
Valeria.Morlun@gastech.com.kronos,Valeria Morlun,3,Facilities,-12.954455375671387,-9.48026180267334
Emile.Arpa@gastech.com.kronos,Emile Arpa,3,Facilities,-12.893672943115234,-8.849732398986816
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,-11.606405258178711,-4.846512794494629
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,-13.294135093688965,-9.532515525817871
Henk.Mies@gastech.com.kronos,Henk Mies,3,Facilities,-12.470892906188965,-9.843360900878906
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,-9.251598358154297,-8.71412181854248
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,-10.499258041381836,-7.409550666809082
Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,2,Executive,-11.48892879486084,-7.471402645111084
Cornelia.Lais@gastech.com.kronos,Cornelia Lais,0,Administration,-11.605913162231445,-4.847365379333496
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-9.860383987426758,-8.639190673828125
Linnea.Bergen@gastech.com.kronos,Linnea Bergen,4,Information Technology,-10.58979320526123,-7.715634346008301
