,Name,DeptId,Department,x,y
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,1.2952452898025513,-0.08532539755105972
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-2.07279634475708,0.8308221101760864
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,1.872215986251831,4.332579612731934
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,-1.688754677772522,1.1575478315353394
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,-1.2301565408706665,0.5882514715194702
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-2.3648393154144287,0.7717229723930359
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,-1.6885706186294556,1.1569876670837402
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,0.2044316828250885,2.0599610805511475
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,0.868680477142334,1.8838887214660645
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,-1.2260733842849731,1.1650934219360352
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-1.8961577415466309,1.3925588130950928
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,-1.6885565519332886,1.156982183456421
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,0.10504807531833649,2.0185389518737793
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,-1.1120206117630005,2.7976179122924805
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,-0.8376083374023438,2.779686689376831
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,-3.7320401668548584,3.3221051692962646
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,-3.7124199867248535,3.3206875324249268
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,-1.7513725757598877,3.181569814682007
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,0.775236189365387,3.8040196895599365
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,1.524044394493103,0.01004493422806263
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,1.3235647678375244,-0.10120977461338043
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,-1.2715606689453125,0.9499768614768982
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,1.2477359771728516,-0.6022565364837646
