,Name,DeptId,Department,x,y
Linda.Lagos@gastech.com.kronos,Linda Lagos,0,Administration,0.555544912815094,5.583412170410156
Brand.Tempestad@gastech.com.kronos,Brand Tempestad,1,Engineering,-0.07898562401533127,2.4160947799682617
Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,3,Facilities,4.603438377380371,3.3596949577331543
Birgitta.Frente@gastech.com.kronos,Birgitta Frente,1,Engineering,0.04488815367221832,2.2497079372406006
Vira.Frente@gastech.com.kronos,Vira Frente,1,Engineering,-0.36399415135383606,2.7516167163848877
Lidelse.Dedos@gastech.com.kronos,Lidelse Dedos,1,Engineering,-0.5241520404815674,1.7138895988464355
Elsa.Orilla@gastech.com.kronos,Elsa Orilla,1,Engineering,-0.6359494924545288,1.9793766736984253
Ada.Campo-Corrente@gastech.com.kronos,Ada Campo-Corrente,2,Executive,1.583127498626709,3.245328903198242
Sten.Sanjorge Jr.@gastech.com.tethys,Sten.Sanjorge Jr.@gastech.com.tethys,6,Unknown,1.5989012718200684,3.7996535301208496
Gustav.Cazar@gastech.com.kronos,Gustav Cazar,1,Engineering,-0.028329169377684593,2.4073798656463623
Felix.Balas@gastech.com.kronos,Felix Balas,1,Engineering,-0.02137351781129837,1.6761590242385864
Isande.Borrasca@gastech.com.kronos,Isande Borrasca,1,Engineering,0.008732871152460575,2.2879316806793213
Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,2,Executive,1.6484034061431885,3.100921869277954
Kanon.Herrero@gastech.com.kronos,Kanon Herrero,5,Security,2.398754358291626,1.773489236831665
Edvard.Vann@gastech.com.kronos,Edvard Vann,5,Security,1.8614617586135864,1.8753901720046997
Isak.Baza@gastech.com.kronos,Isak Baza,4,Information Technology,1.0763853788375854,0.25465333461761475
Sven.Flecha@gastech.com.kronos,Sven Flecha,4,Information Technology,1.0786962509155273,0.2350505143404007
Varja.Lagos@gastech.com.kronos,Varja Lagos,5,Security,2.533517837524414,1.2540185451507568
Dante.Coginian@gastech.com.kronos,Dante Coginian,3,Facilities,3.7200021743774414,4.130555629730225
Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,0,Administration,0.5647822022438049,5.5865983963012695
Anda.Ribera@gastech.com.kronos,Anda Ribera,0,Administration,0.5767430067062378,5.600999355316162
Axel.Calzas@gastech.com.kronos,Axel Calzas,1,Engineering,-0.7239658832550049,2.4261114597320557
Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,0,Administration,0.29242703318595886,5.762402057647705
Varro.Awelon@gastech.com.kronos,Varro Awelon,3,Facilities,3.7106986045837402,3.727465867996216
Valeria.Morlun@gastech.com.kronos,Valeria Morlun,3,Facilities,4.299144744873047,3.583730697631836
Albina.Hafon@gastech.com.kronos,Albina Hafon,3,Facilities,4.027787685394287,3.2460150718688965
Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,2,Executive,1.518516182899475,3.016134738922119
Cornelia.Lais@gastech.com.kronos,Cornelia Lais,0,Administration,0.5596622228622437,5.586633205413818
Lars.Azada@gastech.com.kronos,Lars Azada,1,Engineering,-0.7547134160995483,2.2477309703826904
Henk.Mies@gastech.com.kronos,Henk Mies,3,Facilities,4.35369348526001,3.7334747314453125
Sten.Sanjorge Jr.@gastech.com.kronos,Sten Sanjorge Jr.,2,Executive,1.5384492874145508,2.1929078102111816
Hideki.Cocinaro@gastech.com.kronos,Hideki Cocinaro,5,Security,2.3299970626831055,1.718009114265442
Carla.Forluniau@gastech.com.kronos,Carla Forluniau,0,Administration,0.5610346794128418,5.590551376342773
Emile.Arpa@gastech.com.kronos,Emile Arpa,3,Facilities,3.5820462703704834,3.270876407623291
Adan.Morlun@gastech.com.kronos,Adan Morlun,3,Facilities,4.062434196472168,3.659592866897583
Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,4,Information Technology,1.0629113912582397,0.19617529213428497
Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,3,Facilities,4.07417106628418,3.486929178237915
Kare.Orilla@gastech.com.kronos,Kare Orilla,1,Engineering,-0.2853217124938965,2.5461268424987793
Linnea.Bergen@gastech.com.kronos,Linnea Bergen,4,Information Technology,1.512081503868103,2.227346897125244
Orhan.Strum@gastech.com.kronos,Orhan Strum,2,Executive,1.633055329322815,3.2150180339813232
Marin.Onda@gastech.com.kronos,Marin Onda,1,Engineering,0.01337870117276907,2.3282711505889893
Mat.Bramar@gastech.com.kronos,Mat Bramar,0,Administration,0.5678480267524719,5.595234394073486
Isia.Vann@gastech.com.kronos,Isia Vann,5,Security,2.8818228244781494,0.9738258719444275
Bertrand.Ovan@gastech.com.kronos,Bertrand Ovan,3,Facilities,3.690819263458252,3.3897664546966553
Adra.Nubarron@gastech.com.kronos,Adra Nubarron,1,Engineering,0.33573758602142334,1.9013633728027344
Nils.Calixto@gastech.com.kronos,Nils Calixto,4,Information Technology,1.082520842552185,0.1545189619064331
Stenig.Fusil@gastech.com.kronos,Stenig Fusil,5,Security,2.551602363586426,1.4453576803207397
Minke.Mies@gastech.com.kronos,Minke Mies,5,Security,1.7178475856781006,1.5164780616760254
Loreto.Bodrogi@gastech.com.kronos,Loreto Bodrogi,5,Security,1.8936338424682617,1.804704189300537
Irene.Nant@gastech.com.kronos,Irene Nant,3,Facilities,4.2897844314575195,3.227140188217163
Inga.Ferro@gastech.com.kronos,Inga Ferro,5,Security,2.035400867462158,1.5826289653778076
Felix.Resumir@gastech.com.kronos,Felix Resumir,5,Security,2.1483120918273926,1.8762669563293457
Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,5,Security,2.1395132541656494,1.3640894889831543
Benito.Hawelon@gastech.com.kronos,Benito Hawelon,3,Facilities,4.082817554473877,3.957430839538574
Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,3,Facilities,4.414828777313232,3.7705976963043213
